case_id,blocker_type,company,symbol,effective_date,required period,required fields,free sources checked,reason unresolved,minimum paid evidence needed
paid-91d261d5e6880bfd,MONTHLY_SNAPSHOT_MISSING,,,2025-12-01,2025-12-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-2fb193e4151d08fb,MONTHLY_SNAPSHOT_MISSING,,,2026-01-01,2026-01-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-014283a4c4b000fb,MONTHLY_SNAPSHOT_MISSING,,,2026-02-01,2026-02-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-d3b5794d2a206287,MONTHLY_SNAPSHOT_MISSING,,,2026-03-01,2026-03-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-c4967d93e1187783,MONTHLY_SNAPSHOT_MISSING,,,2026-04-01,2026-04-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-46535e32b42d3561,MONTHLY_SNAPSHOT_MISSING,,,2026-05-01,2026-05-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-c37b8ca9a9e04c71,MONTHLY_SNAPSHOT_MISSING,,,2026-06-01,2026-06-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-ad635fc7b0440490,MONTHLY_SNAPSHOT_MISSING,,,2026-07-01,2026-07-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-d0903795005a3e0f,MONTHLY_SNAPSHOT_MISSING,,,2026-08-01,2026-08-01,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-87aaa2d4cf743403,MISSING_DURABLE_IDENTITY,Bajaj Housing Finance Ltd.,BAJAJHFL,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-2b9ed3cb12495724,MISSING_DURABLE_IDENTITY,Bharti Hexacom Ltd.,BHARTIHEXA,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-b9f088cbb97d6e00,MISSING_DURABLE_IDENTITY,ITC Hotels Ltd.,ITCHOTELS,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-c7e3cfdca39c1d56,MISSING_DURABLE_IDENTITY,Life Insurance Corporation of India,LICI,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-c915971f7d3343ea,MISSING_DURABLE_IDENTITY,NTPC Green Energy Ltd.,NTPCGREEN,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-4df60f0dcba945bb,MISSING_DURABLE_IDENTITY,Sona BLW Precision Forgings Ltd.,SONACOMS,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-375ca12ed43791d3,MISSING_DURABLE_IDENTITY,Tata Technologies Ltd.,TATATECH,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-43bd749cabd76dcd,MISSING_DURABLE_IDENTITY,Billionbrains Garage Ventures Ltd.,GROWW,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-e600aa7d444b0f25,MISSING_DURABLE_IDENTITY,GE Vernova T&D India Ltd.,GVT&D,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-6e82a2bdf48ad15d,MISSING_DURABLE_IDENTITY,ICICI Prudential Asset Management Company Ltd.,ICICIAMC,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-bfd30e8bfbc11c40,MISSING_DURABLE_IDENTITY,Lenskart Solutions Ltd.,LENSKART,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-b56708bd3773f25c,MISSING_DURABLE_IDENTITY,LG Electronics India Ltd.,LGEINDIA,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-2dc8a8299ff101e6,MISSING_DURABLE_IDENTITY,Tata Capital Ltd.,TATACAP,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-fec0c94be6ff0564,MISSING_DURABLE_IDENTITY,Tata Motors Ltd.,TMCV,2026-03-30,2026-03-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-401028c04447cac9,MISSING_DURABLE_IDENTITY,Ola Electric Mobility Ltd.,OLAELEC,2025-09-30,2025-09-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-3575237c02a34d8a,MISSING_DURABLE_IDENTITY,360 ONE WAM Ltd.,360ONE,2025-09-30,2025-09-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-0dc78c19572b74fa,MISSING_DURABLE_IDENTITY,ITC Hotels Ltd.,ITCHOTELS,2025-09-30,2025-09-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-9d3f81994781de4e,MISSING_DURABLE_IDENTITY,Siemens Energy India Ltd.,ENRIN,2025-09-30,2025-09-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-ee7345008dbca200,MISSING_DURABLE_IDENTITY,Delhivery Ltd.,DELHIVERY,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-9f8deabc66ea9d70,MISSING_DURABLE_IDENTITY,JSW Infrastructure Ltd.,JSWINFRA,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-674210cf81bd7ccc,MISSING_DURABLE_IDENTITY,Poonawalla Fincorp Ltd.,POONAWALLA,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-8209f227101c5058,MISSING_DURABLE_IDENTITY,Bajaj Housing Finance Ltd.,BAJAJHFL,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-6e5d3d2f5e03ba65,MISSING_DURABLE_IDENTITY,Hyundai Motor India Ltd.,HYUNDAI,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-ce4a8434ee9d4e72,MISSING_DURABLE_IDENTITY,NTPC Green Energy Ltd.,NTPCGREEN,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-2aa65be8ad0130f2,MISSING_DURABLE_IDENTITY,Ola Electric Mobility Ltd.,OLAELEC,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-5f63451a9f8a103e,MISSING_DURABLE_IDENTITY,Premier Energies Ltd.,PREMIERENE,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-06f09298cc017f85,MISSING_DURABLE_IDENTITY,Swiggy Ltd.,SWIGGY,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-91e25c9f11b9bab5,MISSING_DURABLE_IDENTITY,Vishal Mega Mart Ltd.,VMM,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-96c4fa8719a146c6,MISSING_DURABLE_IDENTITY,Waaree Energies Ltd.,WAAREEENER,2025-03-28,2025-03-28,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-7f25cb2fed079444,MISSING_DURABLE_IDENTITY,Patanjali Foods Ltd.,PATANJALI,2022-09-30,2022-09-30,An authoritative historical security-master or corporate-action document linking the dated symbol/company to the exact ISIN.,official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-2888179bc788d45f,DUPLICATE_EVENT,Abbott India Ltd.,ABBOTINDIA,2022-03-31,2022-03-31,"An official correction, withdrawal, or superseding notice proving whether the duplicate event is stale or a distinct event.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-cf6dd2d83ac7ed77,DUPLICATE_EVENT,Oracle Financial Services Software Ltd.,OFSS,2024-03-28,2024-03-28,"An official correction, withdrawal, or superseding notice proving whether the duplicate event is stale or a distinct event.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
paid-c66a6758ca70c090,MONTHLY_SNAPSHOT_MISSING,,,,affected checkpoint period,"An official dated checkpoint for the affected month, or an official methodology/exception document explaining the gap.",official Nifty Indices press releases and monthly reports; official NSE historical security masters and change notices; exact symbol/ISIN joins; Wayback copies of official URLs; no fuzzy or paid source used,No exact free A1/A2 evidence was found; B1/fuzzy/current-only evidence cannot be promoted.,Licensed historical exchange/index archive or official response containing the exact requested membership/event/identity fields.
